#Code,Azimuth,Elevation,Calibration
62660,180,75.07,1
62663,173.82,74.98,1
62666,167.78,74.71,1
62669,162.01,74.28,1
62672,156.61,73.69,1
62675,151.63,72.97,1
62678,147.09,72.12,1
62681,142.99,71.17,1
62684,139.31,70.13,1
62687,136.02,69.01,1
62690,133.07,67.83,1
62693,130.44,66.59,1
62696,128.08,65.3,1
62699,125.97,63.98,1
62702,124.07,62.61,1
62705,122.36,61.22,1
62708,120.81,59.8,1
62711,119.41,58.35,1
62714,118.14,56.88,1
62717,116.99,55.4,1
62720,115.93,53.9,1
62723,-116.71,53.61,1
62726,-117.79,55.11,1
62729,-118.97,56.59,1
62732,-120.26,58.05,1
62735,-121.68,59.49,1
62738,-123.25,60.9,1
62741,-124.98,62.28,1
62744,-126.91,63.63,1
62747,-129.04,64.95,1
62750,-131.41,66.22,1
62753,-134.05,67.45,1
62756,-137,68.61,1
62759,-140.28,69.71,1
62762,-143.93,70.74,1
62765,-147.98,71.67,1
62768,-152.44,72.49,1
62771,-157.32,73.2,1
62774,-162.58,73.77,1
62777,-168.18,74.19,1
62780,-174.02,74.45,1
62783,180,74.53,1
62786,174.02,74.45,1
62789,168.18,74.19,1
62792,162.58,73.77,1
62795,157.32,73.2,1
62798,152.44,72.49,1
62801,147.98,71.67,1
62804,143.93,70.74,1
62807,140.28,69.71,1
62810,137,68.61,1
62813,134.05,67.45,1
62816,131.41,66.22,1
62819,129.04,64.95,1
62822,126.91,63.63,1
62825,124.98,62.28,1
62828,123.25,60.9,1
62831,121.68,59.49,1
62834,120.26,58.05,1
62837,118.97,56.59,1
62840,117.79,55.11,1
62843,116.71,53.61,1
62846,-117.48,53.32,1
62849,-118.58,54.81,1
62852,-119.78,56.29,1
62855,-121.09,57.74,1
62858,-122.53,59.17,1
62861,-124.12,60.57,1
62864,-125.88,61.95,1
62867,-127.82,63.29,1
62870,-129.97,64.59,1
62873,-132.35,65.85,1
62876,-135,67.06,1
62879,-137.94,68.21,1
62882,-141.21,69.29,1
62885,-144.83,70.29,1
62888,-148.82,71.21,1
62891,-153.21,72.01,1
62894,-157.98,72.7,1
62897,-163.11,73.26,1
62900,-168.55,73.67,1
62903,-174.22,73.92,1
62906,180,74,1
62909,174.22,73.92,1
62912,168.55,73.67,1
62915,163.11,73.26,1
62918,157.98,72.7,1
62921,153.21,72.01,1
62924,148.82,71.21,1
62927,144.83,70.29,1
62930,141.21,69.29,1
62933,137.94,68.21,1
62936,135,67.06,1
62939,132.35,65.85,1
62942,129.97,64.59,1
62945,127.82,63.29,1
62948,125.88,61.95,1
62951,124.12,60.57,1
62954,122.53,59.17,1
62957,121.09,57.74,1
62960,119.78,56.29,1
62963,118.58,54.81,1
62966,117.48,53.32,1
62969,-118.24,53.02,1
62972,-119.35,54.51,1
62975,-120.57,55.98,1
62978,-121.9,57.42,1
62981,-123.37,58.84,1
62984,-124.98,60.24,1
62987,-126.75,61.6,1
62990,-128.71,62.93,1
62993,-130.87,64.22,1
62996,-133.26,65.47,1
62999,-135.91,66.66,1
63002,-138.85,67.79,1
63005,-142.1,68.86,1
63008,-145.68,69.85,1
63011,-149.63,70.74,1
63014,-153.94,71.53,1
63017,-158.61,72.2,1
63020,-163.61,72.75,1
63023,-168.9,73.14,1
63026,-174.4,73.38,1
63029,180,73.47,1
63032,174.4,73.38,1
63035,168.9,73.14,1
63038,163.61,72.75,1
63041,158.61,72.2,1
63044,153.94,71.53,1
63047,149.63,70.74,1
63050,145.68,69.85,1
63053,142.1,68.86,1
63056,138.85,67.79,1
63059,135.91,66.66,1
63062,133.26,65.47,1
63065,130.87,64.22,1
63068,128.71,62.93,1
63071,126.75,61.6,1
63074,124.98,60.24,1
63077,123.37,58.84,1
63080,121.9,57.42,1
63083,120.57,55.98,1
63086,119.35,54.51,1
63089,118.24,53.02,1
63092,-118.98,52.72,1
63095,-120.11,54.2,1
63098,-121.35,55.66,1
63101,-122.7,57.1,1
63104,-124.19,58.51,1
63107,-125.81,59.9,1
63110,-127.6,61.25,1
63113,-129.57,62.57,1
63116,-131.75,63.85,1
63119,-134.15,65.08,1
63122,-136.8,66.26,1
63125,-139.72,67.38,1
63128,-142.95,68.43,1
63131,-146.5,69.39,1
63134,-150.39,70.27,1
63137,-154.63,71.05,1
63140,-159.2,71.7,1
63143,-164.09,72.23,1
63146,-169.23,72.62,1
63149,-174.57,72.85,1
63152,180,72.93,1
63155,174.57,72.85,1
63158,169.23,72.62,1
63161,164.09,72.23,1
63164,159.2,71.7,1
63167,154.63,71.05,1
63170,150.39,70.27,1
63173,146.5,69.39,1
63176,142.95,68.43,1
63179,139.72,67.38,1
63182,136.8,66.26,1
63185,134.15,65.08,1
63188,131.75,63.85,1
63191,129.57,62.57,1
63194,127.6,61.25,1
63197,125.81,59.9,1
63200,124.19,58.51,1
63203,122.7,57.1,1
63206,121.35,55.66,1
63209,120.11,54.2,1
63212,118.98,52.72,1
63215,-119.71,52.4,1
63218,-120.86,53.88,1
63221,-122.11,55.33,1
63224,-123.48,56.77,1
63227,-124.98,58.17,1
63230,-126.63,59.55,1
63233,-128.43,60.89,1
63236,-130.41,62.2,1
63239,-132.6,63.46,1
63242,-135,64.68,1
63245,-137.65,65.85,1
63248,-140.56,66.95,1
63251,-143.77,67.99,1
63254,-147.28,68.94,1
63257,-151.12,69.8,1
63260,-155.28,70.56,1
63263,-159.76,71.2,1
63266,-164.53,71.72,1
63269,-169.54,72.09,1
63272,-174.72,72.32,1
63275,180,72.4,1
63278,174.72,72.32,1
63281,169.54,72.09,1
63284,164.53,71.72,1
63287,159.76,71.2,1
63290,155.28,70.56,1
63293,151.12,69.8,1
63296,147.28,68.94,1
63299,143.77,67.99,1
63302,140.56,66.95,1
63305,137.65,65.85,1
63308,135,64.68,1
63311,132.6,63.46,1
63314,130.41,62.2,1
63317,128.43,60.89,1
63320,126.63,59.55,1
63323,124.98,58.17,1
63326,123.48,56.77,1
63329,122.11,55.33,1
63332,120.86,53.88,1
63335,119.71,52.4,1
63338,-120.43,52.08,1
63341,-121.59,53.55,1
63344,-122.86,55,1
63347,-124.25,56.43,1
63350,-125.77,57.83,1
63353,-127.42,59.19,1
63356,-129.24,60.53,1
63359,-131.23,61.82,1
63362,-133.42,63.08,1
63365,-135.83,64.28,1
63368,-138.47,65.43,1
63371,-141.37,66.52,1
63374,-144.55,67.54,1
63377,-148.03,68.48,1
63380,-151.82,69.32,1
63383,-155.91,70.07,1
63386,-160.29,70.7,1
63389,-164.95,71.2,1
63392,-169.83,71.57,1
63395,-174.87,71.79,1
63398,180,71.87,1
63401,174.87,71.79,1
63404,169.83,71.57,1
63407,164.95,71.2,1
63410,160.29,70.7,1
63413,155.91,70.07,1
63416,151.82,69.32,1
63419,148.03,68.48,1
63422,144.55,67.54,1
63425,141.37,66.52,1
63428,138.47,65.43,1
63431,135.83,64.28,1
63434,133.42,63.08,1
63437,131.23,61.82,1
63440,129.24,60.53,1
63443,127.42,59.19,1
63446,125.77,57.83,1
63449,124.25,56.43,1
63452,122.86,55,1
63455,121.59,53.55,1
63458,120.43,52.08,1
63461,-120.04,50.26,1
63464,-121.13,51.75,1
63467,-122.31,53.22,1
63470,-123.6,54.66,1
63473,-125,56.08,1
63476,-126.53,57.47,1
63479,-128.2,58.83,1
63482,-130.03,60.16,1
63485,-132.03,61.44,1
63488,-134.22,62.68,1
63491,-136.63,63.88,1
63494,-139.26,65.01,1
63497,-142.15,66.09,1
63500,-145.31,67.09,1
63503,-148.75,68.01,1
63506,-152.48,68.84,1
63509,-156.5,69.57,1
63512,-160.8,70.19,1
63515,-165.35,70.68,1
63518,-170.11,71.04,1
63521,-175.01,71.26,1
63524,180,71.33,1
63527,175.01,71.26,1
63530,170.11,71.04,1
63533,165.35,70.68,1
63536,160.8,70.19,1
63539,156.5,69.57,1
63542,152.48,68.84,1
63545,148.75,68.01,1
63548,145.31,67.09,1
63551,142.15,66.09,1
63554,139.26,65.01,1
63557,136.63,63.88,1
63560,134.22,62.68,1
63563,132.03,61.44,1
63566,130.03,60.16,1
63569,128.2,58.83,1
63572,126.53,57.47,1
63575,125,56.08,1
63578,123.6,54.66,1
63581,122.31,53.22,1
63584,121.13,51.75,1
63587,120.04,50.26,1
63590,-120.72,49.93,1
63593,-121.82,51.42,1
63596,-123.02,52.88,1
63599,-124.32,54.32,1
63602,-125.73,55.73,1
63605,-127.28,57.11,1
63608,-128.96,58.46,1
63611,-130.79,59.78,1
63614,-132.8,61.05,1
63617,-135,62.28,1
63620,-137.4,63.46,1
63623,-140.03,64.59,1
63626,-142.9,65.65,1
63629,-146.03,66.64,1
63632,-149.43,67.55,1
63635,-153.11,68.36,1
63638,-157.06,69.08,1
63641,-161.28,69.68,1
63644,-165.72,70.16,1
63647,-170.37,70.51,1
63650,-175.15,70.73,1
63653,180,70.8,1
63656,175.15,70.73,1
63659,170.37,70.51,1
63662,165.72,70.16,1
63665,161.28,69.68,1
63668,157.06,69.08,1
63671,153.11,68.36,1
63674,149.43,67.55,1
63677,146.03,66.64,1
63680,142.9,65.65,1
63683,140.03,64.59,1
63686,137.4,63.46,1
63689,135,62.28,1
63692,132.8,61.05,1
63695,130.79,59.78,1
63698,128.96,58.46,1
63701,127.28,57.11,1
63704,125.73,55.73,1
63707,124.32,54.32,1
63710,123.02,52.88,1
63713,121.82,51.42,1
63716,120.72,49.93,1
63719,-122.5,51.07,1
63722,-123.71,52.53,1
63725,-125.03,53.96,1
63728,-126.45,55.37,1
63731,-128,56.75,1
63734,-129.7,58.09,1
63737,-131.54,59.39,1
63740,-133.56,60.66,1
63743,-135.75,61.88,1
63746,-138.15,63.05,1
63749,-140.77,64.16,1
63752,-143.63,65.21,1
63755,-146.73,66.18,1
63758,-150.09,67.08,1
63761,-153.71,67.88,1
63764,-157.6,68.58,1
63767,-161.73,69.17,1
63770,-166.08,69.64,1
63773,-170.61,69.99,1
63776,-175.27,70.2,1
63779,180,70.27,1
63782,175.27,70.2,1
63785,170.61,69.99,1
63788,166.08,69.64,1
63791,161.73,69.17,1
63794,157.6,68.58,1
63797,153.71,67.88,1
63800,150.09,67.08,1
63803,146.73,66.18,1
63806,143.63,65.21,1
63809,140.77,64.16,1
63812,138.15,63.05,1
63815,135.75,61.88,1
63818,133.56,60.66,1
63821,131.54,59.39,1
63824,129.7,58.09,1
63827,128,56.75,1
63830,126.45,55.37,1
63833,125.03,53.96,1
63836,123.71,52.53,1
63839,122.5,51.07,1
63842,-124.39,52.18,1
63845,-125.72,53.6,1
63848,-127.15,55,1
63851,-128.72,56.37,1
63854,-130.42,57.71,1
63857,-132.27,59,1
63860,-134.29,60.26,1
63863,-136.49,61.47,1
63866,-138.88,62.63,1
63869,-141.49,63.73,1
63872,-144.32,64.76,1
63875,-147.4,65.72,1
63878,-150.72,66.6,1
63881,-154.29,67.39,1
63884,-158.11,68.08,1
63887,-162.16,68.66,1
63890,-166.42,69.12,1
63893,-170.85,69.46,1
63896,-175.39,69.66,1
63899,180,69.73,1
63902,175.39,69.66,1
63905,170.85,69.46,1
63908,166.42,69.12,1
63911,162.16,68.66,1
63914,158.11,68.08,1
63917,154.29,67.39,1
63920,150.72,66.6,1
63923,147.4,65.72,1
63926,144.32,64.76,1
63929,141.49,63.73,1
63932,138.88,62.63,1
63935,136.49,61.47,1
63938,134.29,60.26,1
63941,132.27,59,1
63944,130.42,57.71,1
63947,128.72,56.37,1
63950,127.15,55,1
63953,125.72,53.6,1
63956,124.39,52.18,1
63959,-127.84,54.63,1
63962,-129.41,55.99,1
63965,-131.12,57.32,1
63968,-132.98,58.61,1
63971,-135,59.85,1
63974,-137.2,61.05,1
63977,-139.59,62.2,1
63980,-142.18,63.29,1
63983,-145,64.31,1
63986,-148.04,65.26,1
63989,-151.32,66.12,1
63992,-154.84,66.9,1
63995,-158.6,67.58,1
63998,-162.57,68.15,1
64001,-166.74,68.6,1
64004,-171.07,68.93,1
64007,-175.5,69.13,1
64010,180,69.2,1
64013,175.5,69.13,1
64016,171.07,68.93,1
64019,166.74,68.6,1
64022,162.57,68.15,1
64025,158.6,67.58,1
64028,154.84,66.9,1
64031,151.32,66.12,1
64034,148.04,65.26,1
64037,145,64.31,1
64040,142.18,63.29,1
64043,139.59,62.2,1
64046,137.2,61.05,1
64049,135,59.85,1
64052,132.98,58.61,1
64055,131.12,57.32,1
64058,129.41,55.99,1
64061,127.84,54.63,1
64064,-130.1,55.61,1
64067,-131.81,56.93,1
64070,-133.67,58.21,1
64073,-135.69,59.44,1
64076,-137.89,60.63,1
64079,-140.27,61.77,1
64082,-142.85,62.84,1
64085,-145.64,63.85,1
64088,-148.66,64.79,1
64091,-151.9,65.64,1
64094,-155.37,66.41,1
64097,-159.07,67.08,1
64100,-162.96,67.64,1
64103,-167.05,68.08,1
64106,-171.28,68.4,1
64109,-175.61,68.6,1
64112,180,68.67,1
64115,175.61,68.6,1
64118,171.28,68.4,1
64121,167.05,68.08,1
64124,162.96,67.64,1
64127,159.07,67.08,1
64130,155.37,66.41,1
64133,151.9,65.64,1
64136,148.66,64.79,1
64139,145.64,63.85,1
64142,142.85,62.84,1
64145,140.27,61.77,1
64148,137.89,60.63,1
64151,135.69,59.44,1
64154,133.67,58.21,1
64157,131.81,56.93,1
64160,130.1,55.61,1
64163,-132.48,56.53,1
64166,-134.34,57.8,1
64169,-136.37,59.03,1
64172,-138.56,60.21,1
64175,-140.93,61.33,1
64178,-143.5,62.4,1
64181,-146.27,63.39,1
64184,-149.25,64.32,1
64187,-152.46,65.16,1
64190,-155.88,65.92,1
64193,-159.51,66.57,1
64196,-163.34,67.12,1
64199,-167.34,67.56,1
64202,-171.48,67.88,1
64205,-175.71,68.07,1
64208,180,68.13,1
64211,175.71,68.07,1
64214,171.48,67.88,1
64217,167.34,67.56,1
64220,163.34,67.12,1
64223,159.51,66.57,1
64226,155.88,65.92,1
64229,152.46,65.16,1
64232,149.25,64.32,1
64235,146.27,63.39,1
64238,143.5,62.4,1
64241,140.93,61.33,1
64244,138.56,60.21,1
64247,136.37,59.03,1
64250,134.34,57.8,1
64253,132.48,56.53,1
64256,-135,57.39,1
64259,-137.02,58.61,1
64262,-139.21,59.78,1
64265,-141.57,60.89,1
64268,-144.12,61.95,1
64271,-146.87,62.93,1
64274,-149.83,63.85,1
64277,-152.99,64.68,1
64280,-156.36,65.42,1
64283,-159.94,66.07,1
64286,-163.69,66.61,1
64289,-167.62,67.04,1
64292,-171.67,67.35,1
64295,-175.81,67.54,1
64298,180,67.6,1
64301,175.81,67.54,1
64304,171.67,67.35,1
64307,167.62,67.04,1
64310,163.69,66.61,1
64313,159.94,66.07,1
64316,156.36,65.42,1
64319,152.99,64.68,1
64322,149.83,63.85,1
64325,146.87,62.93,1
64328,144.12,61.95,1
64331,141.57,60.89,1
64334,139.21,59.78,1
64337,137.02,58.61,1
64340,135,57.39,1
64343,-135.64,56.97,1
64346,-137.66,58.18,1
64349,-139.84,59.34,1
64352,-142.19,60.45,1
64355,-144.73,61.49,1
64358,-147.45,62.47,1
64361,-150.38,63.37,1
64364,-153.51,64.19,1
64367,-156.83,64.92,1
64370,-160.35,65.56,1
64373,-164.04,66.09,1
64376,-167.88,66.51,1
64379,-171.85,66.82,1
64382,-175.9,67,1
64385,180,67.07,1
64388,175.9,67,1
64391,171.85,66.82,1
64394,167.88,66.51,1
64397,164.04,66.09,1
64400,160.35,65.56,1
64403,156.83,64.92,1
64406,153.51,64.19,1
64409,150.38,63.37,1
64412,147.45,62.47,1
64415,144.73,61.49,1
64418,142.19,60.45,1
64421,139.84,59.34,1
64424,137.66,58.18,1
64427,135.64,56.97,1
64430,-138.28,57.75,1
64433,-140.45,58.91,1
64436,-142.79,60,1
64439,-145.31,61.03,1
64442,-148.01,62,1
64445,-150.91,62.89,1
64448,-154,63.7,1
64451,-157.28,64.42,1
64454,-160.74,65.05,1
64457,-164.36,65.57,1
64460,-168.13,65.99,1
64463,-172.02,66.29,1
64466,-175.99,66.47,1
64469,180,66.53,1
64472,175.99,66.47,1
64475,172.02,66.29,1
64478,168.13,65.99,1
64481,164.36,65.57,1
64484,160.74,65.05,1
64487,157.28,64.42,1
64490,154,63.7,1
64493,150.91,62.89,1
64496,148.01,62,1
64499,145.31,61.03,1
64502,142.79,60,1
64505,140.45,58.91,1
64508,138.28,57.75,1
64511,-141.04,58.46,1
64514,-143.37,59.55,1
64517,-145.88,60.57,1
64520,-148.56,61.53,1
64523,-151.42,62.41,1
64526,-154.47,63.21,1
64529,-157.71,63.92,1
64532,-161.11,64.54,1
64535,-164.67,65.06,1
64538,-168.37,65.46,1
64541,-172.19,65.76,1
64544,-176.07,65.94,1
64547,180,66,1
64550,176.07,65.94,1
64553,172.19,65.76,1
64556,168.37,65.46,1
64559,164.67,65.06,1
64562,161.11,64.54,1
64565,157.71,63.92,1
64568,154.47,63.21,1
64571,151.42,62.41,1
64574,148.56,61.53,1
64577,145.88,60.57,1
64580,143.37,59.55,1
64583,141.04,58.46,1
64586,-143.94,59.09,1
64589,-146.42,60.11,1
64592,-149.08,61.05,1
64595,-151.92,61.92,1
64598,-154.93,62.72,1
64601,-158.12,63.42,1
64604,-161.47,64.03,1
64607,-164.97,64.54,1
64610,-168.61,64.94,1
64613,-172.34,65.23,1
64616,-176.15,65.41,1
64619,180,65.47,1
64622,176.15,65.41,1
64625,172.34,65.23,1
64628,168.61,64.94,1
64631,164.97,64.54,1
64634,161.47,64.03,1
64637,158.12,63.42,1
64640,154.93,62.72,1
64643,151.92,61.92,1
64646,149.08,61.05,1
64649,146.42,60.11,1
64652,143.94,59.09,1
64655,-144.49,58.63,1
64658,-146.95,59.64,1
64661,-149.59,60.58,1
64664,-152.39,61.44,1
64667,-155.37,62.22,1
64670,-158.51,62.91,1
64673,-161.82,63.52,1
64676,-165.26,64.02,1
64679,-168.83,64.41,1
64682,-172.49,64.7,1
64685,-176.23,64.88,1
64688,180,64.93,1
64691,176.23,64.88,1
64694,172.49,64.7,1
64697,168.83,64.41,1
64700,165.26,64.02,1
64703,161.82,63.52,1
64706,158.51,62.91,1
64709,155.37,62.22,1
64712,152.39,61.44,1
64715,149.59,60.58,1
64718,146.95,59.64,1
64721,144.49,58.63,1
64724,-147.47,59.17,1
64727,-150.08,60.1,1
64730,-152.85,60.95,1
64733,-155.79,61.72,1
64736,-158.9,62.41,1
64739,-162.15,63,1
64742,-165.53,63.5,1
64745,-169.04,63.89,1
64748,-172.64,64.17,1
64751,-176.3,64.34,1
64754,180,64.4,1
64757,176.3,64.34,1
64760,172.64,64.17,1
64763,169.04,63.89,1
64766,165.53,63.5,1
64769,162.15,63,1
64772,158.9,62.41,1
64775,155.79,61.72,1
64778,152.85,60.95,1
64781,150.08,60.1,1
64784,147.47,59.17,1
64787,-147.96,58.69,1
64790,-150.55,59.61,1
64793,-153.3,60.46,1
64796,-156.2,61.22,1
64799,-159.26,61.9,1
64802,-162.46,62.49,1
64805,-165.8,62.98,1
64808,-169.24,63.36,1
64811,-172.78,63.64,1
64814,-176.37,63.81,1
64817,180,63.87,1
64820,176.37,63.81,1
64823,172.78,63.64,1
64826,169.24,63.36,1
64829,165.8,62.98,1
64832,162.46,62.49,1
64835,159.26,61.9,1
64838,156.2,61.22,1
64841,153.3,60.46,1
64844,150.55,59.61,1
64847,147.96,58.69,1
64850,-151.01,59.13,1
64853,-153.73,59.97,1
64856,-156.6,60.72,1
64859,-159.62,61.39,1
64862,-162.77,61.97,1
64865,-166.05,62.46,1
64868,-169.44,62.84,1
64871,-172.91,63.11,1
64874,-176.44,63.28,1
64877,180,63.33,1
64880,176.44,63.28,1
64883,172.91,63.11,1
64886,169.44,62.84,1
64889,166.05,62.46,1
64892,162.77,61.97,1
64895,159.62,61.39,1
64898,156.6,60.72,1
64901,153.73,59.97,1
64904,151.01,59.13,1
64907,-154.14,59.47,1
64910,-156.98,60.22,1
64913,-159.96,60.88,1
64916,-163.07,61.46,1
64919,-166.3,61.93,1
64922,-169.63,62.31,1
64925,-173.04,62.58,1
64928,-176.5,62.75,1
64931,180,62.8,1
64934,176.5,62.75,1
64937,173.04,62.58,1
64940,169.63,62.31,1
64943,166.3,61.93,1
64946,163.07,61.46,1
64949,159.96,60.88,1
64952,156.98,60.22,1
64955,154.14,59.47,1
64958,-154.54,58.98,1
64961,-157.34,59.72,1
64964,-160.28,60.37,1
64967,-163.35,60.94,1
64970,-166.53,61.41,1
64973,-169.81,61.78,1
64976,-173.16,62.05,1
64979,-176.57,62.21,1
64982,180,62.27,1
64985,176.57,62.21,1
64988,173.16,62.05,1
64991,169.81,61.78,1
64994,166.53,61.41,1
64997,163.35,60.94,1
65000,160.28,60.37,1
65003,157.34,59.72,1
65006,154.54,58.98,1
65009,-157.7,59.21,1
65012,-160.6,59.86,1
65015,-163.62,60.42,1
65018,-166.75,60.89,1
65021,-169.98,61.26,1
65024,-173.28,61.52,1
65027,-176.63,61.68,1
65030,180,61.73,1
65033,176.63,61.68,1
65036,173.28,61.52,1
65039,169.98,61.26,1
65042,166.75,60.89,1
65045,163.62,60.42,1
65048,160.6,59.86,1
65051,157.7,59.21,1
65054,-158.04,58.71,1
65057,-160.91,59.35,1
65060,-163.89,59.9,1
65063,-166.97,60.36,1
65066,-170.15,60.73,1
65069,-173.39,60.99,1
65072,-176.68,61.15,1
65075,180,61.2,1
65078,176.68,61.15,1
65081,173.39,60.99,1
65084,170.15,60.73,1
65087,166.97,60.36,1
65090,163.89,59.9,1
65093,160.91,59.35,1
65096,158.04,58.71,1
65099,-158.37,58.2,1
65102,-161.2,58.84,1
65105,-164.14,59.38,1
65108,-167.18,59.84,1
65111,-170.31,60.2,1
65114,-173.5,60.46,1
65117,-176.74,60.61,1
65120,180,60.67,1
65123,176.74,60.61,1
65126,173.5,60.46,1
65129,170.31,60.2,1
65132,167.18,59.84,1
65135,164.14,59.38,1
65138,161.2,58.84,1
65141,158.37,58.2,1
65144,-161.48,58.32,1
65147,-164.39,58.86,1
65150,-167.38,59.32,1
65153,-170.46,59.67,1
65156,-173.6,59.93,1
65159,-176.79,60.08,1
65162,180,60.13,1
65165,176.79,60.08,1
65168,173.6,59.93,1
65171,170.46,59.67,1
65174,167.38,59.32,1
65177,164.39,58.86,1
65180,161.48,58.32,1
65183,-161.76,57.8,1
65186,-164.62,58.34,1
65189,-167.58,58.79,1
65192,-170.61,59.14,1
65195,-173.71,59.4,1
65198,-176.84,59.55,1
65201,180,59.6,1
65204,176.84,59.55,1
65207,173.71,59.4,1
65210,170.61,59.14,1
65213,167.58,58.79,1
65216,164.62,58.34,1
65219,161.76,57.8,1
65222,-164.85,57.82,1
65225,-167.76,58.27,1
65228,-170.75,58.61,1
65231,-173.8,58.86,1
65234,-176.89,59.02,1
65237,180,59.07,1
65240,176.89,59.02,1
65243,173.8,58.86,1
65246,170.75,58.61,1
65249,167.76,58.27,1
65252,164.85,57.82,1
65255,-165.07,57.3,1
65258,-167.95,57.74,1
65261,-170.89,58.08,1
65264,-173.9,58.33,1
65267,-176.94,58.48,1
65270,180,58.53,1
65273,176.94,58.48,1
65276,173.9,58.33,1
65279,170.89,58.08,1
65282,167.95,57.74,1
65285,165.07,57.3,1
65288,-165.28,56.78,1
65291,-168.12,57.21,1
65294,-171.03,57.56,1
65297,-173.99,57.8,1
65300,-176.98,57.95,1
65303,180,58,1
65306,176.98,57.95,1
65309,173.99,57.8,1
65312,171.03,57.56,1
65315,168.12,57.21,1
65318,165.28,56.78,1
65321,-168.29,56.69,1
65324,-171.16,57.03,1
65327,-174.07,57.27,1
65330,-177.03,57.42,1
65333,180,57.47,1
65336,177.03,57.42,1
65339,174.07,57.27,1
65342,171.16,57.03,1
65345,168.29,56.69,1
65348,-168.45,56.16,1
65351,-171.28,56.5,1
65354,-174.16,56.74,1
65357,-177.07,56.88,1
65360,180,56.93,1
65363,177.07,56.88,1
65366,174.16,56.74,1
65369,171.28,56.5,1
65372,168.45,56.16,1
65375,-171.4,55.97,1
65378,-174.24,56.21,1
65381,-177.11,56.35,1
65384,180,56.4,1
65387,177.11,56.35,1
65390,174.24,56.21,1
65393,171.4,55.97,1
65396,-171.52,55.44,1
65399,-174.32,55.67,1
65402,-177.15,55.82,1
65405,180,55.87,1
65408,177.15,55.82,1
65411,174.32,55.67,1
65414,171.52,55.44,1
65417,-171.63,54.91,1
65420,-174.4,55.14,1
65423,-177.19,55.29,1
65426,180,55.33,1
65429,177.19,55.29,1
65432,174.4,55.14,1
65435,171.63,54.91,1
65438,-174.47,54.61,1
65441,-177.23,54.75,1
65444,180,54.8,1
65447,177.23,54.75,1
65450,174.47,54.61,1
65453,-174.54,54.08,1
65456,-177.26,54.22,1
65459,180,54.27,1
65462,177.26,54.22,1
65465,174.54,54.08,1
65468,-174.61,53.55,1
65471,-177.3,53.69,1
65474,180,53.73,1
65477,177.3,53.69,1
65480,174.61,53.55,1
65483,-174.68,53.01,1
65486,-177.33,53.15,1
65489,180,53.2,1
65492,177.33,53.15,1
65495,174.68,53.01,1
65498,-177.36,52.62,1
65501,180,52.67,1
65504,177.36,52.62,1
65507,-177.4,52.09,1
65510,180,52.13,1
65513,177.4,52.09,1
65516,-177.43,51.55,1
65519,180,51.6,1
65522,177.43,51.55,1
65525,180,51.07,1
65528,180,50.53,1
65531,180,50,1
